Title,Link,Discussão | Conclusão
Comparative transcriptomics indicate changes in cell wall organization and stress response in seedlings during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821596/,ERRO ao processar o XML para PMC5821596: prefix 'ns' not found in prefix map
RNAseq analysis of the response of Arabidopsis thaliana to fractional gravity under blue-light stimulation during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6889863/,ERRO ao processar o XML para PMC6889863: prefix 'ns' not found in prefix map
Comparison of Microgravity Analogs to Spaceflight in Studies of Plant Growth and Development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6908503/,ERRO ao processar o XML para PMC6908503: prefix 'ns' not found in prefix map
The importance of Earth reference controls in spaceflight-omics research: Characterization of nucleolin mutants from the Seedling Growth experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7607443/,ERRO ao processar o XML para PMC7607443: prefix 'ns' not found in prefix map
Conducting plant experiments in space and on the Moon,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10764921/,ERRO ao processar o XML para PMC10764921: prefix 'ns' not found in prefix map
Red light enhances plant adaptation to spaceflight and Mars g-levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9605285/,ERRO ao processar o XML para PMC9605285: prefix 'ns' not found in prefix map
EUK-134 ameliorates nNOS¬µ translocation and skeletal muscle fiber atrophy during short-term mechanical unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3962621/,ERRO ao processar o XML para PMC3962621: prefix 'ns' not found in prefix map
MnSOD Overexpression Reduces Fibrosis and Pro-Apoptotic Signaling in the Aging Mouse Heart,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4462657/,ERRO ao processar o XML para PMC4462657: prefix 'ns' not found in prefix map
Lifelong wheel running exercise and mild caloric restriction attenuate nuclear EndoG in the aging plantaris muscle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026643/,ERRO ao processar o XML para PMC5026643: prefix 'ns' not found in prefix map
Age-related alterations in the sarcolemmal environment are attenuated by lifelong caloric restriction and voluntary exercise.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5026642/,ERRO ao processar o XML para PMC5026642: prefix 'ns' not found in prefix map
"The impact of SRT2104 on skeletal muscle mitochondrial function, redox biology, and loss of muscle mass in hindlimb unloaded rats.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10342025/,ERRO ao processar o XML para PMC10342025: prefix 'ns' not found in prefix map
Bioreactor development for skeletal muscle hypertrophy and atrophy by manipulating uniaxial cyclic strain: Proof of concept.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167039/,ERRO ao processar o XML para PMC11167039: prefix 'ns' not found in prefix map
Genomic and phenotypic characterization of Burkholderia isolates from the potable water system of the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10020673/,ERRO ao processar o XML para PMC10020673: prefix 'ns' not found in prefix map
CAMDLES: CFD-DEM Simulation of Microbial Communities in Spaceflight and Artificial Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9144607/,ERRO ao processar o XML para PMC9144607: prefix 'ns' not found in prefix map
Hardware validation of the Advanced Plant Habitat on ISS: Canopy photosynthesis in reduced gravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7314936/,ERRO ao processar o XML para PMC7314936: prefix 'ns' not found in prefix map
Trimeric structure of (+)-pinoresinol-forming dirigent protein at 1.95 A resolution with three isolated active sites.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4340379/,ERRO ao processar o XML para PMC4340379: prefix 'ns' not found in prefix map
Reduced Arogenate Dehydratase Expression: Ramifications for Photosynthesis and Metabolism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5933128/,ERRO ao processar o XML para PMC5933128: prefix 'ns' not found in prefix map
New insights into lignification via network and multi-omics analyses of arogenate dehydratase knock-out mutants in Arabidopsis thaliana,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8185232/,ERRO ao processar o XML para PMC8185232: prefix 'ns' not found in prefix map
Functional consequences of radiation-induced oxidative stress in cultured neural stem cells and the brain exposed to charged particle irradiation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3936501/,ERRO ao processar o XML para PMC3936501: prefix 'ns' not found in prefix map
Exploration of space to achieve scientific breakthroughs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11998595/,ERRO ao processar o XML para PMC11998595: prefix 'ns' not found in prefix map
Network Analysis of Gene Transcriptions of Arabidopsis thaliana in Spaceflight Microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7996555/,ERRO ao processar o XML para PMC7996555: prefix 'ns' not found in prefix map
Detection of Genes in Arabidopsis thaliana L. Responding to DNA Damage from Radiation and Other Stressors in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8234954/,ERRO ao processar o XML para PMC8234954: prefix 'ns' not found in prefix map
"The Effect of spaceflight on mouse olfactory bulb volume, neurogenesis, and cell death indicates the protective effect of novel environment.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4152162/,ERRO ao processar o XML para PMC4152162: prefix 'ns' not found in prefix map
"Effects of low-dose rate Œ≥-irradiation combined with simulated microgravity on markers of oxidative stress, DNA methylation potential, and remodeling in the mouse heart",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5498037/,ERRO ao processar o XML para PMC5498037: prefix 'ns' not found in prefix map
Characterization of mouse ocular response to a 35-day spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6547757/,ERRO ao processar o XML para PMC6547757: prefix 'ns' not found in prefix map
Mice Exposed to Combined Chronic Low-Dose Irradiation and Modeled Microgravity Develop Long-Term Neurological Sequelae.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6747492/,ERRO ao processar o XML para PMC6747492: prefix 'ns' not found in prefix map
"Spaceflight influences gene expression, photoreceptor integrity, and oxidative stress-related damage in the murine retina.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6746706/,ERRO ao processar o XML para PMC6746706: prefix 'ns' not found in prefix map
Evaluating ocular response in the retina and optic nerve head after single and fractionated high-energy protons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8400407/,ERRO ao processar o XML para PMC8400407: prefix 'ns' not found in prefix map
Characterization of gene expression profiles in the mouse brain after 35 days of spaceflight mission.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9365836/,ERRO ao processar o XML para PMC9365836: prefix 'ns' not found in prefix map
A multi-omics longitudinal study of the murine retinal response to chronic low-dose irradiation and simulated microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9547011/,ERRO ao processar o XML para PMC9547011: prefix 'ns' not found in prefix map
Evidence of spaceflight-induced adverse effects on photoreceptors and retinal function in the mouse eye.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10138634/,ERRO ao processar o XML para PMC10138634: prefix 'ns' not found in prefix map
Effects of spaceflight on the brain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12031868/,ERRO ao processar o XML para PMC12031868: prefix 'ns' not found in prefix map
Routine omics collection is a golden opportunity for European human research in space and analog environments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9583032/,ERRO ao processar o XML para PMC9583032: prefix 'ns' not found in prefix map
Spatial omics technologies at multimodal and single cell/subcellular level.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9746133/,ERRO ao processar o XML para PMC9746133: prefix 'ns' not found in prefix map
Genomic characterization and radiation tolerance of Naganishia kalamii sp. nov. and Cystobasidium onofrii sp. nov. from Mars 2020 mission assembly facilities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10422843/,ERRO ao processar o XML para PMC10422843: prefix 'ns' not found in prefix map
"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,ERRO ao processar o XML para PMC11022651: prefix 'ns' not found in prefix map
Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,ERRO ao processar o XML para PMC11094041: prefix 'ns' not found in prefix map
Molecular and physiologic changes in the SpaceX Inspiration4 civilian crew,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,ERRO ao processar o XML para PMC11357997: prefix 'ns' not found in prefix map
Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/,ERRO ao processar o XML para PMC11167063: prefix 'ns' not found in prefix map
Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,ERRO ao processar o XML para PMC11166909: prefix 'ns' not found in prefix map
Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,ERRO ao processar o XML para PMC11222149: prefix 'ns' not found in prefix map
Spatiotemporal expression and control of haemoglobin in space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,ERRO ao processar o XML para PMC11166948: prefix 'ns' not found in prefix map
"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,ERRO ao processar o XML para PMC11166952: prefix 'ns' not found in prefix map
Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,ERRO ao processar o XML para PMC11166937: prefix 'ns' not found in prefix map
The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,ERRO ao processar o XML para PMC11357981: prefix 'ns' not found in prefix map
"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,ERRO ao processar o XML para PMC11166969: prefix 'ns' not found in prefix map
Astronaut omics and the impact of space on the human body at scale,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,ERRO ao processar o XML para PMC11166943: prefix 'ns' not found in prefix map
Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,ERRO ao processar o XML para PMC11166967: prefix 'ns' not found in prefix map
"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,ERRO ao processar o XML para PMC11167060: prefix 'ns' not found in prefix map
Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,ERRO ao processar o XML para PMC11166981: prefix 'ns' not found in prefix map
Protective alleles and precision healthcare in crewed spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,ERRO ao processar o XML para PMC11263583: prefix 'ns' not found in prefix map
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,ERRO ao processar o XML para PMC11484870: prefix 'ns' not found in prefix map
Growth chambers on the International Space Station for large plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,ERRO ao processar o XML para PMC10780891: prefix 'ns' not found in prefix map
Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,ERRO ao processar o XML para PMC7067979: prefix 'ns' not found in prefix map
Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,ERRO ao processar o XML para PMC4321547: prefix 'ns' not found in prefix map
Auxin: Shape matters.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,ERRO ao processar o XML para PMC6710492: prefix 'ns' not found in prefix map
Gravity signaling in flowering plant roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,ERRO ao processar o XML para PMC12008199: prefix 'ns' not found in prefix map
Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,ERRO ao processar o XML para PMC8518694: prefix 'ns' not found in prefix map
Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,ERRO ao processar o XML para PMC9861679: prefix 'ns' not found in prefix map
New device for high-throughput viability screening of flow biofilms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,ERRO ao processar o XML para PMC2897429: prefix 'ns' not found in prefix map
Sigma S-dependent antioxidant defense protects stationary-phase Escherichia coli against the bactericidal antibiotic gentamicin,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,ERRO ao processar o XML para PMC4187989: prefix 'ns' not found in prefix map
Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,ERRO ao processar o XML para PMC8217198: prefix 'ns' not found in prefix map
Microgravity alters the expression of salivary proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,ERRO ao processar o XML para PMC6981245: prefix 'ns' not found in prefix map
Salivary Gland Protein Expression after Bion-M1 and Space Shuttle STS-135 Missions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,ERRO ao processar o XML para PMC6981245: prefix 'ns' not found in prefix map
Response of the mouse sublingual gland to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,ERRO ao processar o XML para PMC6131065: prefix 'ns' not found in prefix map
Effects of spaceflight on the mouse submandibular gland,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,ERRO ao processar o XML para PMC11233762: prefix 'ns' not found in prefix map
"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,ERRO ao processar o XML para PMC6213004: prefix 'ns' not found in prefix map
The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,ERRO ao processar o XML para PMC7171750: prefix 'ns' not found in prefix map
The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,ERRO ao processar o XML para PMC10414970: prefix 'ns' not found in prefix map
Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,ERRO ao processar o XML para PMC8450295: prefix 'ns' not found in prefix map
Persistent NF-Œ∫B activation in muscle stem cells induces proliferation-independent telomere shortening,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,ERRO ao processar o XML para PMC8183356: prefix 'ns' not found in prefix map
Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,ERRO ao processar o XML para PMC8932657: prefix 'ns' not found in prefix map
"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,ERRO ao processar o XML para PMC10504369: prefix 'ns' not found in prefix map
Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,ERRO ao processar o XML para PMC3982735: prefix 'ns' not found in prefix map
Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,ERRO ao processar o XML para PMC4682325: prefix 'ns' not found in prefix map
Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,ERRO ao processar o XML para PMC10264680: prefix 'ns' not found in prefix map
"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,ERRO ao processar o XML para PMC7358545: prefix 'ns' not found in prefix map
"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,ERRO de requisição para PMC9108708: 400 Client Error: Bad Request for url: https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=PMC9108708&retmode=xml
Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,ERRO ao processar o XML para PMC7555797: prefix 'ns' not found in prefix map
"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,ERRO ao processar o XML para PMC3545801: prefix 'ns' not found in prefix map
Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,ERRO ao processar o XML para PMC3869332: prefix 'ns' not found in prefix map
"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,ERRO ao processar o XML para PMC4135744: prefix 'ns' not found in prefix map
"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,ERRO ao processar o XML para PMC3911009: prefix 'ns' not found in prefix map
Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,ERRO ao processar o XML para PMC4923109: prefix 'ns' not found in prefix map
Experimental Evolution of Bacillus subtilis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,ERRO ao processar o XML para PMC11673879: prefix 'ns' not found in prefix map
Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,ERRO ao processar o XML para PMC5648920: prefix 'ns' not found in prefix map
Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,ERRO ao processar o XML para PMC5817088: prefix 'ns' not found in prefix map
Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,ERRO ao processar o XML para PMC7825584: prefix 'ns' not found in prefix map
Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,ERRO ao processar o XML para PMC8904044: prefix 'ns' not found in prefix map
Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,ERRO ao processar o XML para PMC3012082: prefix 'ns' not found in prefix map
Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,ERRO ao processar o XML para PMC11088941: prefix 'ns' not found in prefix map
Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,ERRO ao processar o XML para PMC3187170: prefix 'ns' not found in prefix map
Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,ERRO ao processar o XML para PMC3133089: prefix 'ns' not found in prefix map
Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,ERRO ao processar o XML para PMC3242767: prefix 'ns' not found in prefix map
Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,ERRO ao processar o XML para PMC3067220: prefix 'ns' not found in prefix map
New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,ERRO ao processar o XML para PMC3251573: prefix 'ns' not found in prefix map
Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,ERRO ao processar o XML para PMC3647661: prefix 'ns' not found in prefix map
Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,ERRO ao processar o XML para PMC4085587: prefix 'ns' not found in prefix map
Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,ERRO ao processar o XML para PMC4096993: prefix 'ns' not found in prefix map
Effects of Sex and Gender on Adaptation to Space: Immune System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,ERRO ao processar o XML para PMC7467030: prefix 'ns' not found in prefix map
Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,ERRO ao processar o XML para PMC4427280: prefix 'ns' not found in prefix map
Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,ERRO ao processar o XML para PMC5460263: prefix 'ns' not found in prefix map
Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,ERRO ao processar o XML para PMC6204695: prefix 'ns' not found in prefix map
Evaluating the effect of spaceflight on the host‚Äìpathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,ERRO ao processar o XML para PMC7943786: prefix 'ns' not found in prefix map
Rapid phenotypic response of LSMMG-'primed' Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/,ERRO ao processar o XML para PMC11888247: prefix 'ns' not found in prefix map
Spaceflight enhances cell aggregation and random budding in Candida albicans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,ERRO ao processar o XML para PMC3851762: prefix 'ns' not found in prefix map
"Growth and antifungal resistance of the pathogenic yeast, Candida albicans, in the microgravity environment of the International Space Station: An aggregate of multiple flight experiences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/,ERRO ao processar o XML para PMC8067245: prefix 'ns' not found in prefix map
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,ERRO ao processar o XML para PMC8044432: prefix 'ns' not found in prefix map
Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/,ERRO ao processar o XML para PMC9701605: prefix 'ns' not found in prefix map
Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/,ERRO ao processar o XML para PMC11166648: prefix 'ns' not found in prefix map
Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/,ERRO ao processar o XML para PMC11166662: prefix 'ns' not found in prefix map
Microfluidics-enabled method to identify modes of Caenorhabditis elegans paralysis in four anthelmintics.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3838407/,ERRO ao processar o XML para PMC3838407: prefix 'ns' not found in prefix map
Multiparameter behavioral analyses provide insights to mechanisms of cyanide resistance in Caenorhabditis elegans.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748764/,ERRO ao processar o XML para PMC3748764: prefix 'ns' not found in prefix map
Growth performance and root transcriptome remodeling of Arabidopsis in response to Mars-like levels of magnesium sulfate.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2925951/,ERRO ao processar o XML para PMC2925951: prefix 'ns' not found in prefix map
The 14-3-3 proteins of Arabidopsis regulate root growth and chloroplast development as components of the photosensory system.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3350920/,ERRO ao processar o XML para PMC3350920: prefix 'ns' not found in prefix map
14-3-3 phosphoprotein interaction networks - does isoform diversity present functional interaction specification?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422896/,ERRO ao processar o XML para PMC3422896: prefix 'ns' not found in prefix map
Plant growth strategies are remodeled by spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869762/,ERRO ao processar o XML para PMC11869762: prefix 'ns' not found in prefix map
Spaceflight transcriptomes: unique responses to a novel environment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712242/,ERRO ao processar o XML para PMC10712242: prefix 'ns' not found in prefix map
Fundamental plant biology enabled by the space shuttle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6143729/,ERRO ao processar o XML para PMC6143729: prefix 'ns' not found in prefix map
Organ-specific remodeling of the Arabidopsis transcriptome in response to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10058394/,ERRO ao processar o XML para PMC10058394: prefix 'ns' not found in prefix map
A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/,ERRO ao processar o XML para PMC4103452: prefix 'ns' not found in prefix map
ARG1 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024390/,ERRO ao processar o XML para PMC8024390: prefix 'ns' not found in prefix map
A Member of the CONSTANS-Like Protein Family is a Putative Regulator of ROS Homeostasis and Spaceflight Physiological Adaptation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/,ERRO ao processar o XML para PMC6348315: prefix 'ns' not found in prefix map
HSFA2 Functions in the Physiological Adaptation of Undifferentiated Plant Cells to Spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6359015/,ERRO ao processar o XML para PMC6359015: prefix 'ns' not found in prefix map
Neutrophil to Lymphocyte ratio: A biomarker to monitor the immune status of astronauts.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7667275/,ERRO ao processar o XML para PMC7667275: prefix 'ns' not found in prefix map
Beyond low-Earth orbit: Characterizing immune and microRNA differentials following simulated deep spaceflight conditions in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7756144/,ERRO ao processar o XML para PMC7756144: prefix 'ns' not found in prefix map
